,state,year,enroll,total_rev,fed_rev,st_rev,loc_rev,total_exp,instruction_exp,service_exp,other_exp,capital_exp,rev_per_student,exp_per_student,ins_exp_per_student
1172,Wyoming,2014,92732.0,1772633,112709,965213,694711,1775999,865932,555761,50715.0,287977,19.11565586852435,19.15195401803045,9.338006297718156
1173,Alabama,2015,734974.0,7360222,795238,4080167,2484817,7501799,3817479,2414860,594283.0,510091,10.014261728986332,10.20689031176613,5.194032714082403
1174,Alaska,2015,130755.0,2920986,344111,2026555,550320,2968341,1484610,1068849,92766.0,281914,22.33938281518871,22.701548697946542,11.354135597109098
1175,Arizona,2015,944978.0,8230507,1093834,3232013,3904660,7902600,3846357,2880184,478876.0,497662,8.709733983225007,8.36273437053561,4.070313806247341
1176,Arkansas,2015,479682.0,5308625,581412,4075118,652095,5350543,2620399,1772639,290396.0,511556,11.066967282491317,11.154354343085627,5.46278367751969
1177,California,2015,6226523.0,78248042,7556365,42360470,28331207,78365958,38951948,23501848,3754315.0,6373893,12.56689198771128,12.585829683757693,6.25581050612035
1178,Colorado,2015,872320.0,9648297,715254,4354525,4578518,9557682,4578938,3170482,397263.0,923360,11.06050188004402,10.956623716067497,5.249149394717535
1179,Connecticut,2015,505366.0,11099837,444073,4353546,6302218,10542667,6006275,3233901,362941.0,530491,21.96395681545652,20.861448930082357,11.88500017808875
1180,Delaware,2015,121845.0,2017075,137544,1142333,737198,1975093,1072395,583951,122741.0,103129,16.5544339119373,16.20988140670524,8.801304936599779
1181,District of Columbia,2015,46155.0,1382282,146366,0,1235916,1360942,557345,379854,41841.0,381902,29.948694615967934,29.48633950817896,12.075506445672191
1182,Florida,2015,2743641.0,26971491,3118041,10661586,13191864,27277049,14931173,8186082,1816178.0,1681665,9.830546707823654,9.941916234667728,5.4421015723267
1183,Georgia,2015,1717805.0,18584666,1831221,8310872,8442573,18501103,10081483,5324072,996277.0,1879063,10.81884497949418,10.770199760741178,5.868816891323521
1184,Hawaii,2015,182384.0,2703683,259390,2381547,62746,2521004,1377713,835930,145560.0,161801,14.82412382665146,13.822506360207036,7.553913720501798
1185,Idaho,2015,274131.0,2167967,232449,1381205,554313,2029520,1130814,663005,108684.0,75680,7.908507246535415,7.403467685157826,4.1250861814242095
1186,Illinois,2015,2047123.0,32096832,2262192,11858968,17975672,32410033,17313173,10279691,992075.0,2056951,15.678995351036551,15.831991043039427,8.457319369671485
1187,Indiana,2015,1004215.0,12456571,929878,7676341,3850352,11378564,5537406,3712136,547516.0,948358,12.404286930587574,11.330804658364992,5.51416379958475
1188,Iowa,2015,505311.0,6714410,458457,3460798,2795155,6772654,3383909,1912222,262267.0,842674,13.287678281296072,13.402941950600718,6.696685803396324
1189,Kansas,2015,496920.0,5991731,475273,3967809,1548649,6175724,3051755,1692953,250584.0,963767,12.057737664010304,12.42800450776785,6.141340658456089
1190,Kentucky,2015,688475.0,7548871,848963,4176753,2523155,7554887,3807748,2417226,468694.0,600859,10.96462616652747,10.973364319692074,5.530699008678601
1191,Louisiana,2015,661015.0,8448743,1235580,3480365,3732798,8437263,4100906,2774314,416066.0,780338,12.781469406896969,12.764102176198724,6.203953011656316
1192,Maine,2015,176176.0,2739589,183883,1060925,1494781,2596180,1406898,910381,109541.0,55686,15.550296294614476,14.736286440831895,7.985752883480156
1193,Maryland,2015,874108.0,14491642,819162,6267624,7404856,13882823,7686024,4358416,386104.0,1050651,16.578777450841315,15.88227427274433,8.792991255085184
1194,Massachusetts,2015,916130.0,16985185,778939,6808436,9397810,16972319,9774884,5043032,497880.0,1034539,18.54014714068964,18.526103282285266,10.669756475609356
1195,Michigan,2015,1345009.0,19025996,1582706,10510346,6932944,17742903,9040821,5839572,831874.0,967476,14.14562727833048,13.191661171040492,6.7217550217136095
1196,Minnesota,2015,807044.0,11684249,629909,7567199,3487141,11969872,6257807,2933999,893322.0,1328863,14.477833922314025,14.831746472311298,7.753984912842422
1197,Mississippi,2015,490189.0,4592343,672366,2324855,1595122,4624539,2350872,1525340,285117.0,407791,9.36851500135662,9.434195789787205,4.795848132047027
1198,Missouri,2015,892779.0,10623391,948600,4441091,5233700,10540353,5387766,3266781,615166.0,869078,11.899239341427162,11.806228641130671,6.03482608797922
1199,Montana,2015,144447.0,1804339,214980,851068,738291,1804841,940488,581694,80426.0,160885,12.491356691381615,12.494832014510513,6.510955575401359
1200,Nebraska,2015,312281.0,4248695,344382,1350116,2554197,4283846,2446701,1102622,183067.0,449287,13.60535863533164,13.717920718839762,7.834933921692322
1201,Nevada,2015,438948.0,4345419,395630,2744606,1205183,4183085,2170424,1459504,174388.0,205794,9.89962136745127,9.529796240101334,4.944603916637051
1202,New Hampshire,2015,183039.0,3093061,164905,1000063,1928093,3044720,1697165,938368,75581.0,125475,16.89837138533318,16.634269199460224,9.272149651167238
1203,New Jersey,2015,1339230.0,29335237,1154004,11423305,16757928,28809725,15339450,9414336,1271558.0,1290946,21.904554856148682,21.512156239032876,11.453932483591318
1204,New Mexico,2015,326297.0,3789651,499789,2595682,694180,3846641,1773801,1256303,154435.0,587243,11.6141153611587,11.788772192205261,5.43615479149364
1205,New York,2015,2631532.0,63712218,2869847,25900858,34941513,65094591,41954260,15714795,1540851.0,4536014,24.21107476557382,24.736385877124047,15.94290322139347
1206,North Carolina,2015,1465031.0,13146934,1589570,8172685,3384679,14060699,7960222,4082387,746694.0,698847,8.973826492408692,9.597543669724395,5.433483660072722
1207,North Dakota,2015,106061.0,1644533,158373,942772,543388,1804762,825445,483984,110836.0,303053,15.505539265139872,17.016264225304305,7.782738235543697
1208,Ohio,2015,1600222.0,24378660,1676820,10169760,12532080,22561728,11620080,7324444,922732.0,1750785,15.234548706366992,14.099123746580162,7.261542460983539
1209,Oklahoma,2015,671715.0,6121188,688990,2993050,2439148,6184819,3000894,2041507,414086.0,663768,9.112775507469685,9.207504670879763,4.467510774658895
1210,Oregon,2015,570376.0,7111710,577106,3678001,2856603,7011609,3650855,2272382,249968.0,477516,12.468459402218887,12.292959381180134,6.400786498730662
1211,Pennsylvania,2015,1589429.0,29967185,1857885,10532452,17576848,29690645,16058338,8196747,1050310.0,1663209,18.854057022993793,18.68007001256426,10.10321190817583
1212,Rhode Island,2015,134574.0,2367068,184718,908963,1273387,2326473,1322055,792525,90209.0,50889,17.58934118031715,17.287685585625752,9.82400017834054
1213,South Carolina,2015,737401.0,8759944,836137,4094766,3829041,8783362,4123140,2893109,447019.0,928112,11.879484839320805,11.911242322698234,5.591448886019954
1214,South Dakota,2015,132836.0,1415149,206853,425614,782682,1464781,709363,426257,70128.0,222592,10.653354512330994,11.026988165858652,5.340141226775874
1215,Tennessee,2015,994530.0,9455920,1122775,4385403,3947742,9562527,5343272,2862499,560697.0,553396,9.50792836817391,9.615121715785346,5.372660452676138
1216,Texas,2015,5004866.0,55582029,5830972,20967429,28783628,56255791,26745844,15145619,2783770.0,6765205,11.105597832189712,11.240219218656403,5.343968050293454
1217,Utah,2015,573913.0,4705084,400213,2487937,1816934,4537962,2367650,1166728,271400.0,606254,8.1982530453222,7.907055599019364,4.125451070109929
1218,Vermont,2015,85184.0,1996795,105333,1546600,344862,1969415,983532,566649,61871.0,58856,23.440963091660407,23.1195412283997,11.545971074380166
1219,Virginia,2015,1279867.0,15857524,1012205,6240349,8604970,16113212,8755896,5075509,627473.0,1086722,12.38997802115376,12.589755029233507,6.841254599110689
1220,Washington,2015,1072359.0,13709442,1036422,8293812,4379208,13630138,6508964,4510672,546926.0,1601069,12.78437724679888,12.710424400783692,6.069762085271817
1221,West Virginia,2015,279565.0,3478401,362959,1979466,1135976,3466981,1819903,1161944,233836.0,232738,12.442190546026863,12.401341369627815,6.509766959383327
1222,Wisconsin,2015,861813.0,11637376,814385,5869265,4953726,11553677,5723474,3691809,513402.0,894823,13.503365579307808,13.40624590253338,6.64120174562231
1223,Wyoming,2015,93867.0,1962874,120290,1116917,725667,1942406,895910,565489,52520.0,409425,20.911225457295963,20.693172254359894,9.544461844950835
1224,Alabama,2016,734652.0,7498567,797631,4097696,2603240,7708845,3865453,2439634,602452.0,610743,10.206964658096622,10.493192695316967,5.261610939601335
1225,Alaska,2016,132477.0,2494691,307320,1613675,573696,2623014,1251738,983877,91536.0,255041,18.831125402900128,19.799769016508527,9.44871940034874
1226,Arizona,2016,938274.0,8503034,1160908,3440726,3901400,7987011,3872250,2913176,490641.0,528694,9.062420998556926,8.512450520849987,4.126992754781652
1227,Arkansas,2016,479177.0,5401016,593656,4122377,684983,5434193,2658253,1802769,289916.0,518181,11.271442494109692,11.340679957510481,5.54753880090238
1228,California,2016,6217031.0,89217262,7709079,50904567,30603616,85320133,42587272,26058021,3995951.0,6786142,14.350461176725675,13.723613892226048,6.850098061277159
1229,Colorado,2016,880678.0,10123271,713914,4365019,5044338,9878524,4786838,3333043,399899.0,880204,11.494860777718985,11.216953301887864,5.435400907028448
1230,Connecticut,2016,499494.0,11419673,468595,4411204,6539874,10826431,6110631,3307162,380996.0,620905,22.86248283262662,21.67479689445719,12.233642446155509
1231,Delaware,2016,121225.0,2043577,134412,1172219,736946,2041952,1126775,588181,130187.0,104579,16.857719117343784,16.844314291606516,9.294906166219839
1232,District of Columbia,2016,48336.0,1329719,154922,0,1174797,1322563,594396,369131,43753.0,315283,27.509909798080106,27.361862793776893,12.297169811320755
1233,Florida,2016,2776933.0,28125598,3147329,10963807,14014462,27945116,15212112,8286140,1841593.0,1983363,10.128295497226617,10.063302211468551,5.478026297357553
1234,Georgia,2016,1727085.0,19403453,1807371,8771192,8824890,19158388,10534931,5554271,1029127.0,1834767,11.234799097901956,11.09290393929656,6.099833534539412
1235,Hawaii,2016,181995.0,3030519,261131,2710361,59027,2733094,1468044,901508,146892.0,216650,16.651660759910985,15.017412566279294,8.066397428500784
1236,Idaho,2016,274849.0,2266490,240322,1454830,571338,2100980,1171313,689190,111297.0,74932,8.24630979192211,7.644124592048725,4.261660038784933
1237,Illinois,2016,2030717.0,32908958,2331724,12053316,18523918,33037244,17804976,10426170,992684.0,2015647,16.20558551486987,16.26875827601778,8.767827324043676
1238,Indiana,2016,1002696.0,12732161,954837,7780711,3996613,11535287,5730602,3663349,565820.0,986746,12.697927387762592,11.504271484078924,5.715193837414331
1239,Iowa,2016,508014.0,6919477,464852,3583134,2871491,6972412,3447707,1978260,268349.0,889597,13.620642344502317,13.724842228757476,6.786637769825241
1240,Kansas,2016,495545.0,6069563,453922,3949517,1666124,6134836,3006786,1685306,249622.0,964098,12.24825797858923,12.379977600419739,6.0676346245043336
1241,Kentucky,2016,686440.0,7745928,880296,4269100,2596532,7786281,3917968,2425472,490641.0,736079,11.284202552298817,11.342988462210826,5.707662723617505
1242,Louisiana,2016,660561.0,8397136,1021465,3480353,3895318,8248660,4095916,2789031,421043.0,577609,12.712128024512499,12.487355444841581,6.200662769978852
1243,Maine,2016,179879.0,2845391,185803,1074641,1584947,2706103,1437164,938187,116281.0,95951,15.818361231716876,15.04401847908872,7.98961524135669
1244,Maryland,2016,879196.0,14409321,823599,6334951,7250771,13992191,7779504,4338868,397653.0,1055665,16.389202180173704,15.914757346484743,8.848429701681992
1245,Massachusetts,2016,921029.0,17484704,765043,6770086,9949575,17037880,9991819,4970289,504388.0,945525,18.983879986406507,18.498744339211903,10.8485389710856
1246,Michigan,2016,1335713.0,19416061,1552824,10727785,7135452,18001445,9113469,5899097,847846.0,1062838,14.536102441168126,13.477030619601665,6.822924535435382
1247,Minnesota,2016,811157.0,12186135,634332,7887346,3664457,12848946,6548885,3016934,954208.0,1743709,15.023152114818709,15.840270132662358,8.073511046566818
1248,Mississippi,2016,486245.0,4755399,690724,2411621,1653054,4631356,2407637,1551274,287245.0,335067,9.77984143795823,9.52473752943475,4.951489475470185
1249,Missouri,2016,891554.0,10893231,924655,4568867,5399709,10719882,5488433,3298811,630287.0,890008,12.21825150243283,12.023816841156004,6.156029808626286
1250,Montana,2016,145240.0,1800909,220340,840804,739765,1879789,973199,599074,85351.0,179414,12.399538694574497,12.942639768658772,6.700626549160011
1251,Nebraska,2016,315542.0,4398811,346826,1437048,2614937,4640422,2526973,1149107,206577.0,641968,13.940492866242845,14.706194421027945,8.008357049140843
1252,Nevada,2016,441623.0,4482886,401323,2816911,1264652,4374249,2288790,1505591,184055.0,224494,10.150934167830933,9.90493928078927,5.182678438396551
1253,New Hampshire,2016,179682.0,3150473,169166,1004753,1976554,3124778,1743022,959654,76229.0,137180,17.533603811177525,17.390601173183736,9.700593270333144
1254,New Jersey,2016,1364473.0,30012666,1187430,11681799,17143437,29665476,15831343,9549742,1375737.0,1414861,21.99579324764946,21.741343361136497,11.602532992591279
1255,New Mexico,2016,319861.0,3765069,506995,2591444,666630,3729397,1733158,1212080,156882.0,551143,11.770953632984327,11.659430189988777,5.4184723989482935
1256,New York,2016,2590945.0,66912661,3369803,27437593,36105265,68282026,43964520,15883500,1599317.0,4656189,25.82558139983674,26.354100916846942,16.968526927433814
1257,North Carolina,2016,1462036.0,13448045,1557900,8287126,3603019,14207389,8060544,4102549,754102.0,912783,9.198162699140104,9.717537051071245,5.513232232311653
1258,North Dakota,2016,108384.0,1788749,155453,985365,647931,1963630,867650,474679,117979.0,412047,16.503810525538825,18.117342043105992,8.005332890463537
1259,Ohio,2016,1595024.0,23766529,1680983,9277802,12807744,23352516,12247509,7357292,956321.0,1854842,14.900420934105068,14.64085556079407,7.678573488549389
1260,Oklahoma,2016,672777.0,6103728,689756,2909651,2504321,6184152,3047217,2011100,416151.0,641979,9.072438564338555,9.19197891723409,4.52931209003875
1261,Oregon,2016,574252.0,7418055,582560,3861438,2974057,7501954,3834741,2367410,255562.0,686104,12.917769550650236,13.06387091381484,6.677801731643947
1262,Pennsylvania,2016,1572593.0,31077289,1904293,11181046,17991950,30925177,16717308,8464573,1079198.0,1793713,19.76181313283221,19.665086261988957,10.630409775447303
1263,Rhode Island,2016,133856.0,2401541,175379,940989,1285173,2358654,1340088,811796,90433.0,45441,17.9412278866842,17.620831341142722,10.011415252211332
1264,South Carolina,2016,743320.0,9161667,840786,4262164,4058717,9187299,4274682,3013294,458918.0,1073334,12.32533363827154,12.359816768013776,5.750796426841737
1265,South Dakota,2016,134045.0,1455737,196644,438629,820464,1475864,730176,440580,78149.0,192504,10.860061919504645,11.010212988175613,5.447245328061472
1266,Tennessee,2016,999265.0,9585331,1095415,4395757,4094159,9680512,5401812,2915193,569611.0,553997,9.592381400329241,9.68763240982122,5.405785252160338
1267,Texas,2016,5053291.0,58284155,5953348,22004299,30326508,59314884,27862199,15169007,2855527.0,8332612,11.533900382938564,11.73787221040704,5.513673960197424
1268,Utah,2016,580215.0,4952923,394060,2533573,2025290,4923657,2591600,1217100,286744.0,707988,8.536358074162164,8.485918151030221,4.466620132192377
1269,Vermont,2016,87974.0,2112365,111891,1614518,385956,2082696,1013209,583178,56289.0,42911,24.011241957851183,23.673994589310478,11.517141428149225
1270,Virginia,2016,1283493.0,16259274,1058146,6297587,8903541,16497520,8944614,5164699,643506.0,1161323,12.667988060706213,12.853611200061083,6.968962043423688
1271,Washington,2016,1083973.0,14964364,1097684,9211201,4655479,15253296,7087365,4904575,577606.0,2204059,13.805107691796751,14.071656766358572,6.538322448990888
1272,West Virginia,2016,276764.0,3391579,358068,1863062,1170449,3366566,1804235,1127255,236487.0,181392,12.254408087757078,12.164031449176916,6.5190378806492175
1273,Wisconsin,2016,857736.0,11697466,782610,5986763,4928093,11787535,5760418,3691439,508013.0,1082849,13.637606443008105,13.742614277586577,6.715840305175485
1274,Wyoming,2016,94511.0,2044669,123012,1175899,745758,2034229,921494,585700,53570.0,454302,21.634190729121478,21.523727396810955,9.750124324152743
